Name,Human_Score,Mouse_Score
SLC33A1,0.048339208,7.94E-05
SLC34A2,1,1
SLC35A1,1,1.22E-05
SLC35A2,0.016260048,2.34E-05
SLC35A3,0.054477274,0.000962555
SLC35A4,0.234281315,3.13E-06
SLC35A5,0.01582103,6.38E-06
SLC35B1,1,3.20E-09
SLC35B2,0.00436583,0.000153212
SLC35B3,0.375824309,0.000392189
SLC35B4,0.018485012,2.23E-05
SLC35C1,1,0.00024229
SLC35C2,0.028393737,1.22E-06
SLC35D1,0.119188809,0.003376995
SLC35D2,0.002659736,0.003039549
SLC35D3,1,1
SLC35E2B,0.186532525,0.020192541
SLC35E3,0.112351792,2.50E-05
SLC35E4,0.076851952,4.05E-05
SLC35F1,8.43E-07,0.017468767
SLC35F2,0.079619504,0.003868133
SLC35F3,0.001399144,0.002182746
SLC35F4,0.510755099,0.004929209
SLC35F5,0.012747631,1.26E-06
SLC35G1,1,1
SLC35G2,0.000306892,0.000213513
SLC35G4,2.42E-07,1
SLC35G5,1,1
SLC35G6,1,1
SLC36A1,3.07E-06,9.19E-05
SLC36A2,1,1
SLC36A4,0.009436297,0.000191927
SLC37A1,0.006488145,0.00055829
SLC37A2,1,1
SLC37A4,1,3.69E-05
SLC38A1,0.002649661,0.000207406
SLC38A10,0.012070313,5.00E-06
SLC38A11,1,1
SLC38A2,8.54E-05,3.40E-09
SLC38A3,1,1
SLC38A4,1,1
SLC38A5,1,1
SLC38A6,0.000360104,0.008275067
SLC38A7,0.001432307,3.00E-05
SLC38A8,0.084797696,0.555395671
SLC38A9,0.009921829,5.74E-05
SLC39A1,1,0.009057357
SLC39A10,0.000357443,4.04E-05
SLC39A11,8.13E-05,8.32E-05
SLC39A13,0.215485616,0.001379354
SLC39A14,0.001257556,0.113532686
SLC39A5,1,1
SLC39A6,0.003276405,6.87E-08
SLC39A7,6.90E-05,0.000428206
SLC39A8,0.330487425,1
SLC39A9,0.003906012,0.000118005
SLC3A1,1,1
SLC3A2,0.012935011,9.78E-09
SLC40A1,0.058821684,1
SLC41A1,0.121559687,0.012232347
SLC41A2,0.005081968,9.15E-06
SLC41A3,0.001735555,9.95E-06
SLC43A1,0.060894192,1
SLC43A2,1.04E-05,0.005450368
SLC44A1,0.003839763,5.72E-07
SLC44A2,3.52E-08,2.43E-07
SLC44A4,1,1
SLC44A5,1.22E-06,1
SLC45A1,0.000503227,3.25E-07
SLC45A3,0.763067785,4.31E-05
SLC45A4,0.001429899,0.000875915
SLC46A1,1,0.000516875
SLC46A3,0.36869343,0.114681249
SLC47A1,0.129679766,1
SLC48A1,0.048572475,1.24E-11
SLC4A1,1,1
SLC4A10,0.036472538,0.471705581
SLC4A11,1,0.000196331
SLC4A1AP,0.01249643,6.39E-05
SLC4A2,0.018556202,0.000124034
SLC4A3,8.94E-06,0.011400333
SLC4A4,0.000520089,0.002514434
SLC4A7,0.044155205,0.639115606
SLC4A8,0.013440752,0.004218035
SLC50A1,0.031519247,4.09E-07
SLC51A,1,1
SLC51B,1,1
SLC52A1,1,0.017846894
SLC52A2,0.07338995,0.017846894
SLC52A3,1,0.131605607
SLC5A1,1,1
SLC5A10,1,1
SLC5A11,0.126873781,0.080608286
SLC5A4,0.531568411,1
SLC5A5,1,0.000468888
SLC5A6,0.150451408,0.000362455
SLC5A7,1,0.502414138
SLC5A8,1,1
SLC6A1,1,1
SLC6A11,0.44862526,1
SLC6A12,1,1
SLC6A13,0.08293592,1
SLC6A15,0.020477975,1.95E-08
SLC6A17,0.006861737,0.000871044
SLC6A18,1,1
SLC6A19,1,8.70E-05
SLC6A2,1,1
SLC6A20,1,1
SLC6A4,1,1
SLC6A5,1,1
SLC6A6,0.664574137,0.022885785
SLC6A7,1,1
SLC6A8,0.242951657,0.003169149
SLC6A9,0.843649923,1
SLC7A1,0.000720296,3.99E-05
SLC7A10,1,1
SLC7A11,1,1
SLC7A13,1,1
SLC7A14,0.000266277,1.92E-06
SLC7A2,1,0.06931394
SLC7A4,0.438802275,0.000171965
SLC7A5,2.11E-05,0.019446121
SLC7A6,0.18075365,5.46E-05
SLC7A6OS,0.147739152,0.000501887
SLC7A7,0.037706015,1.39E-09
SLC7A8,3.10E-05,0.000691093
SLC7A9,0.070274915,1
SLC8A1,0.001924663,1
SLC8A2,0.121999398,1
SLC8A3,0.01925974,0.01623196
SLC8B1,0.015178122,0.034240598
SLC9A1,0.017658094,0.000875496
SLC9A2,0.059079888,1
SLC9A3R1,0.004948443,0.000149028
SLC9A3R2,0.003667661,1.18E-07
SLC9A5,0.025986066,0.271815704
SLC9A6,3.40E-05,2.23E-06
SLC9A7,1.28E-05,0.00765804
SLC9A8,0.00169916,0.000158897
SLC9A9,4.95E-08,9.38E-10
SLC9B1,0.081527076,1
SLC9B2,0.008220111,1
SLCO1A2,1,1
SLCO1C1,1,1
SLCO2A1,1,1
SLCO2B1,0.457091022,1
SLCO3A1,0.011858331,0.000354804
SLCO4A1,0.397374614,0.367223993
SLCO4C1,1,1
SLCO5A1,0.015455922,0.136089209
SLCO6A1,1,1
SLF1,0.020924304,1
SLF2,0.002930945,1
SLFN12,1,1
SLFN12L,1,1
SLFN13,1,1
SLFN5,0.011416456,1
SLIRP,0.039813344,0.001932463
SLIT1,0.045557969,0.002827181
SLIT2,0.027590261,1
SLIT3,0.201656825,1
SLITRK1,0.90818819,0.016199584
SLITRK2,1,0.504820968
SLITRK3,0.034565568,0.001683254
SLITRK4,0.222307711,0.008929744
SLITRK5,0.169707092,0.003811504
SLK,0.000979225,9.53E-05
SLMAP,0.010104584,0.000353004
SLPI,1,0.039148599
SLTM,0.005176157,3.44E-06
SLU7,0.028905739,1.04E-07
SLX4,0.329478332,1
SLX4IP,0.029665558,0.328940492
SMAD1,0.022598808,7.17E-06
SMAD2,0.049113469,9.08E-05
SMAD3,0.213230018,1
SMAD4,0.584992463,0.000134501
SMAD5,0.021666868,0.004076221
SMAD6,1,1
SMAD7,1,0.008140932
SMAGP,1,1
SMAP1,4.56E-05,0.000138721
SMAP2,0.000570163,7.37E-06
SMARCA1,5.12E-05,0.000196755
SMARCA2,0.00070815,2.44E-06
SMARCA4,0.003514747,5.82E-07
SMARCA5,0.005116685,0.000119487
SMARCAD1,0.000796132,0.00209194
SMARCAL1,0.064806594,0.000985839
SMARCB1,0.020279732,1.63E-05
SMARCC1,0.000274688,0.000119487
SMARCD1,0.005999276,0.000183187
SMARCD2,3.64E-05,0.000293428
SMARCD3,0.034702642,0.030753088
SMARCE1,1,0.000152704
SMC1A,0.068260073,1.21E-06
SMC1B,1,1
SMC2,0.473815725,0.000737879
SMC3,0.076985211,4.81E-06
SMC4,0.368201785,2.26E-05
SMC5,0.019019334,0.000509332
SMC6,0.042239817,6.24E-05
SMCHD1,0.003474207,0.000977723
SMCO3,1,0.985539967
SMCO4,0.010772948,0.230853715
SMCR8,0.015658197,0.008574653
SMDT1,0.032416763,1.42E-13
SMG1,0.142147521,0.002156969
SMG5,6.75E-05,0.000254098
SMG6,7.29E-05,0.000783749
SMG7,0.000863385,0.000161721
SMG8,1,0.006773701
SMG9,0.021516625,0.000462765
SMIM1,1,1
SMIM10L1,0.016637762,1
SMIM10L2A,0.001195101,1
SMIM10L2B,3.33E-08,1
SMIM11B,1,0.000304398
SMIM12,0.015534812,3.97E-09
SMIM13,6.09E-05,7.88E-06
SMIM14,2.46E-05,8.69E-05
SMIM15,0.735921753,3.92E-06
SMIM17,0.138790834,1
SMIM18,0.073231316,0.000841893
SMIM19,0.07938281,0.000809429
SMIM20,8.71E-06,1.26E-06
SMIM22,1,1
SMIM24,1,1
SMIM3,0.013308937,0.028742445
SMIM4,0.003883824,0.008203402
SMIM5,1,0.016553752
SMIM8,0.050740114,0.000105877
SMIM9,1,1
SMN1,1,4.86E-05
SMN2,1,4.86E-05
SMNDC1,0.175853441,1.78E-05
SMO,0.107067727,1
SMOC1,0.085814531,0.063009973
SMOC2,1,1
SMOX,0.015368658,0.000302368
SMPD1,0.002674089,5.24E-07
SMPD2,1,0.359896993
SMPD3,1,0.000297714
SMPD4,0.132694639,0.000547
SMPDL3A,0.089700588,5.55E-07
SMPDL3B,1,1
SMPX,0.293556997,0.068481075
SMS,5.30E-07,2.34E-07
SMTN,0.672652332,1
SMTNL2,1,1
SMU1,0.015508478,5.95E-07
SMUG1,0.015152293,0.00039536
SMURF1,0.000114352,0.001798707
SMURF2,0.007096201,0.002009697
SMYD1,1,1
SMYD2,0.005261097,7.15E-08
SMYD3,2.85E-08,7.78E-06
SMYD4,0.062474034,0.000253258
SMYD5,0.018052672,4.35E-05
SNAI1,1,1
SNAI2,1,1
SNAP23,0.02510857,0.000397753
SNAP25,1.28E-08,2.68E-14
SNAP29,0.085174607,0.000254326
SNAP47,0.101236129,2.82E-12
SNAP91,6.92E-08,2.81E-07
SNAPC1,0.017687436,0.00012516
SNAPC2,0.594839813,2.43E-06
SNAPC3,0.00338195,4.90E-05
SNAPC4,0.134860891,0.00097503
SNAPC5,0.303588529,1.05E-10
SNAPIN,0.12219525,8.94E-11
SNCA,0.000148806,7.34E-05
SNCAIP,1,1
SNCB,0.001070339,8.18E-05
SNCG,5.61E-16,3.63E-31
SND1,1.71E-05,3.27E-05
SNED1,0.0214246,0.317746896
SNF8,0.003782566,5.62E-06
SNIP1,0.175720763,0.001902387
SNN,0.000509776,7.40E-05
SNPH,1.38E-05,2.37E-05
SNRK,0.014858724,2.06E-06
SNRNP200,0.044809527,2.96E-05
SNRNP25,0.006571699,9.03E-09
SNRNP35,0.031662078,1.52E-05
SNRNP40,0.00536528,6.67E-05
SNRNP48,0.024141528,0.000300188
SNRNP70,5.48E-09,5.16E-05
SNRPA,0.001727137,2.45E-06
SNRPA1,0.714025163,2.00E-05
SNRPB,1,2.21E-09
SNRPB2,0.054202945,2.51E-08
SNRPC,0.001597255,0.008708764
SNRPD1,0.007864903,2.15E-08
SNRPD2,4.76E-06,9.55E-06
SNRPD3,9.02E-07,2.54E-06
SNRPE,0.01806263,4.80E-07
SNRPF,0.014676833,0.006311739
SNRPN,2.80E-06,2.50E-14
SNTA1,0.000151937,0.005130166
SNTB1,0.152862226,0.165877193
SNTB2,0.01087696,0.009470295
SNTG1,0.025003906,0.056536893
SNTG2,0.000706143,1
SNU13,5.93E-06,1
SNUPN,0.100985079,1.83E-06
SNW1,0.060456761,7.47E-05
SNX1,0.004029943,1.22E-06
SNX10,2.62E-08,8.74E-10
SNX11,0.019837262,4.50E-05
SNX12,4.09E-05,1.52E-08
SNX13,0.025477775,2.58E-05
SNX14,0.019333408,0.000217874
SNX15,1,2.13E-07
SNX16,0.000451652,3.04E-07
SNX17,0.026461677,2.52E-08
SNX18,0.490267059,0.000107468
SNX19,0.112671959,7.05E-06
SNX2,0.078294615,2.32E-09
SNX21,0.003880639,1.14E-06
SNX22,1,1
SNX24,0.001604197,0.001612088
SNX25,4.91E-05,0.000473547
SNX27,0.015394794,8.85E-05
SNX29,1.85E-05,0.000443557
SNX3,1.10E-09,8.13E-13
SNX30,0.153928151,0.497627387
SNX31,1,1
SNX32,0.351995122,1.26E-06
SNX33,1,1
SNX4,2.49E-06,2.24E-08
SNX5,0.099348403,2.18E-06
SNX6,2.16E-05,3.27E-11
SNX7,2.98E-05,2.09E-11
SNX8,0.00227367,0.000863784
SNX9,0.003149726,0.000282661
SOAT1,0.034343785,0.001874764
SOAT2,1,0.021343491
SOBP,4.53E-05,0.002456184
SOCS1,1,0.157600116
SOCS2,0.526748971,3.47E-05
SOCS3,0.630175925,6.19E-05
SOCS4,0.005246861,0.001208434
SOCS5,0.009076862,1.12E-05
SOCS6,0.027055909,0.001760203
SOCS7,0.004400032,0.000582753
SOD1,2.00E-07,1.51E-11
SOD2,0.010283905,1.38E-07
SOD3,1,0.485816455
SOGA1,0.015195362,1
SON,0.000595217,1.27E-06
SORBS1,1.64E-06,0.012498004
SORBS2,0.07788976,0.049479785
SORBS3,0.07205466,0.701736588
SORCS1,0.002336364,0.028496052
SORCS2,0.011034547,1
SORCS3,0.021632119,0.01443604
SORD,0.28605207,1.31E-05
SORL1,1,1.48E-06
SORT1,0.003306233,0.046745625
SOS1,0.00084304,4.76E-05
SOS2,0.000817795,0.001362284
SOSTDC1,1,0.007441055
SOWAHC,0.706211006,0.083304966
SOX10,0.080726062,0.003602838
SOX11,0.040883577,0.003869987
SOX12,0.021911414,0.049933842
SOX13,0.178995491,1
SOX15,1,1
SOX17,1,1
SOX18,0.186741727,1
SOX3,1,1
SOX4,0.02495171,0.002728232
SOX5,0.109236228,1
SOX6,0.203448545,1
SOX7,1,1
SOX8,1,1
SOX9,1,1
SP1,0.022622828,0.092314439
SP110,1,1
SP140,0.287448416,1
SP2,0.102753379,0.003268923
SP3,0.06865308,0.000358793
SP4,0.046447937,0.068997848
SP6,1,1
SP7,1,1
SP9,1,1
SPA17,1,0.000117071
SPACA1,1,1
SPACA6,0.059294123,1
SPACA9,1,1
SPAG1,0.031693131,0.289009056
SPAG16,0.002360014,1
SPAG4,1,0.010594128
SPAG6,1,1
SPAG7,5.00E-06,3.98E-10
SPAG8,1,1
SPAG9,7.89E-05,1.20E-06
SPARC,0.95659851,1.37E-07
SPARCL1,0.000135458,2.62E-06
SPAST,0.003917146,8.88E-05
SPATA1,1,0.003811504
SPATA17,1,1
SPATA18,1,1
SPATA19,1,1
SPATA2,0.050119277,0.000115091
SPATA24,0.073550277,0.011492957
SPATA2L,0.523811277,0.064651811
SPATA3,1,1
SPATA32,1,1
SPATA45,0.862436124,1
SPATA5,0.013922728,0.00316139
SPATA5L1,1,1
SPATA6,6.71E-05,0.000294342
SPATA6L,0.376259085,1
SPATA7,0.098216743,0.000759071
SPATA9,1,1
SPATC1,0.066529417,1
SPATC1L,0.059940717,1
SPATS2,0.000745439,8.98E-05
SPATS2L,0.001634898,7.12E-05
SPC24,0.251322178,0.01196436
SPC25,0.006231855,1
SPCS1,0.037504158,9.16E-13
SPCS2,1.01E-06,5.68E-08
SPCS3,0.0047891,3.04E-05
SPDEF,1,1
SPDL1,1,1
SPDYA,0.07052247,1
SPECC1,0.226742163,1
SPECC1L,1,1.42E-05
SPEF1,1,0.120836851
SPEF2,0.430543607,1
SPEG,0.005826477,0.004391978
SPEN,0.014476905,0.019702838
SPG11,0.090478798,0.008910189
SPG21,0.001431103,2.86E-05
SPG7,0.034275783,0.000735961
SPHK1,1,0.060929324
SPHK2,0.022181886,5.59E-05
SPHKAP,0.000100716,0.002915753
SPI1,1,1
SPIB,1,1
SPIC,1,1
SPICE1,1,0.001304093
SPIDR,9.27E-06,0.111463554
SPIN1,2.65E-08,4.74E-08
SPIN2B,1,0.515990833
SPINK2,1,0.00012601
SPINK4,1,1
SPINK8,1,1
SPINK9,1,0.013425475
SPINT1,0.070120561,1
SPINT2,1,0.174917366
SPIRE1,0.000157339,0.000119352
SPIRE2,0.001613489,3.82E-05
SPNS2,0.865638978,0.010287762
SPNS3,1,1
SPOCK1,3.03E-11,1.22E-05
SPOCK2,3.96E-13,9.12E-08
SPOCK3,1.43E-11,1.07E-06
SPON1,0.068895867,1
SPON2,0.373018715,1
SPOP,0.000506259,6.21E-10
SPOPL,0.07533323,0.002480998
SPP1,1.15E-06,1.95E-05
SPPL2A,0.002035111,0.005073122
SPPL2B,0.002393089,0.014559989
SPPL3,2.19E-08,0.000696423
SPR,0.120988425,1.12E-05
SPRED1,0.001017577,0.00018802
SPRED2,7.69E-05,0.00040177
SPRED3,0.525824238,0.091752381
SPRN,0.256778253,3.84E-05
SPRTN,0.169320931,1
SPRY1,1,1
SPRY2,1,0.000318687
SPRY4,0.002968345,9.05E-05
SPRYD3,0.000185215,3.71E-08
SPRYD4,1,2.88E-05
SPRYD7,1.05E-05,3.54E-07
SPSB1,0.003704748,7.66E-05
SPSB2,1,0.024895362
SPSB3,0.053239581,0.003231784
SPSB4,0.106673358,0.00121279
SPTAN1,4.36E-08,9.83E-07
SPTB,0.051617888,0.115879139
SPTBN1,2.91E-08,3.20E-08
SPTBN2,0.00043801,0.002208099
SPTBN4,0.000185725,1
SPTLC1,0.073134032,4.20E-06
SPTLC2,0.004546315,2.76E-05
SPTSSB,1,0.844350188
SPTY2D1,0.053313176,0.000154062
SPX,1,1
SQLE,1.10E-05,4.98E-10
SQSTM1,5.30E-06,2.62E-13
SRA1,0.20297955,6.09E-07
SRBD1,0.036027593,0.057730828
SRC,0.048998963,0.006606559
SRCAP,1,1
SRCIN1,0.000197905,0.107293614
SRD5A1,0.000231296,0.001267309
SRD5A2,1,1
SRD5A3,0.742965793,4.85E-06
SREBF1,1.18E-05,0.000131369
SREBF2,1.31E-08,7.93E-06
SREK1IP1,0.082652541,0.000995841
SRF,0.00882717,0.026099684
SRFBP1,0.010968656,0.006551599
SRGAP1,0.002169458,0.000207406
SRGAP2B,0.017395838,0.002737295
SRGAP2C,0.133272961,0.002737295
SRGAP3,0.000622986,2.27E-05
SRGN,0.038223922,0.087889471
SRI,0.074541402,6.11E-13
SRL,1,0.008423661
SRM,0.000464702,9.26E-06
SRP14,2.52E-07,2.07E-16
SRP54,0.015351255,0.822837609
SRP68,0.134488972,1.47E-07
SRP72,0.05055197,2.97E-08
SRP9,3.98E-05,6.00E-09
SRPK1,0.095392295,1.25E-06
SRPK2,3.30E-08,6.07E-07
SRPK3,1,1
SRPRA,0.22937931,2.82E-08
SRPRB,0.001171465,4.74E-06
SRPX,7.26E-08,1
SRPX2,1,1
SRR,0.646771097,8.90E-05
SRRD,1,0.058564199
SRRM1,0.021585859,1.41E-05
SRRM2,3.28E-05,1.31E-05
SRRM3,9.02E-07,0.001052986
SRRM4,0.052001365,0.003415573
SRRT,0.033802904,5.83E-06
SRSF1,1,3.52E-05
SRSF10,0.188492692,7.62E-06
SRSF11,7.03E-06,2.10E-06
SRSF12,1,0.001046282
SRSF2,1.36E-05,9.92E-07
SRSF3,4.91E-05,1.92E-07
SRSF4,0.000618783,0.010857862
SRSF5,7.69E-05,5.75E-10
SRSF6,0.047924913,9.62E-06
SRSF7,0.07887116,3.61E-09
SRSF9,0.017747423,3.62E-05
SRXN1,1,1.62E-11
SS18,0.0056882,0.002985132
SS18L1,0.000265685,0.002643462
SS18L2,0.004514856,1
SSB,0.006505137,1.11E-11
SSBP1,0.099820359,0.000221862
SSBP2,2.11E-05,1.89E-06
SSBP3,3.48E-09,3.61E-08
SSBP4,5.40E-07,0.001019848
SSC4D,0.116715047,1
SSC5D,1,1
SSH1,8.51E-06,0.002259837
SSH2,6.51E-06,0.001152033
SSH3,1,0.050009587
SSMEM1,1,1
SSNA1,0.000315821,6.30E-09
SSPN,0.803034267,0.008371158
SSR1,0.012695573,1.20E-06
SSR2,0.070089724,7.82E-10
SSR3,0.00630366,1.01E-09
SSR4,0.448318781,1.08E-06
SSRP1,0.006424754,3.66E-07
SST,5.27E-07,0.000357955
SSU72,0.003024546,6.23E-10
SSUH2,1,1
SSX2B,1,1
SSX2IP,0.032726073,9.31E-07
SSX7,1,1
ST13,8.68E-05,1.65E-07
ST14,1,1
ST18,1,1
ST20-MTHFS,1,0.538339199
ST3GAL1,0.086804652,0.030098855
ST3GAL2,0.003956321,0.000284135
ST3GAL3,0.002450957,0.01455812
ST3GAL4,0.005478543,0.000673595
ST3GAL5,0.047731623,6.80E-05
ST3GAL6,0.01097523,0.000352645
ST6GAL1,0.000378005,9.72E-06
ST6GAL2,1,0.129647592
ST6GALNAC1,1,1
ST6GALNAC2,0.091667652,1
ST6GALNAC3,0.031897266,0.073692458
ST6GALNAC4,0.080379846,0.004398929
ST6GALNAC5,0.000316916,0.002486228
ST6GALNAC6,0.753562341,0.000112241
ST7,0.010271454,0.002667753
ST7L,0.020039608,0.000111348
ST8SIA1,0.002149101,0.000945855
ST8SIA2,0.31691709,1
ST8SIA3,0.106411118,8.82E-06
ST8SIA4,0.494021679,1
ST8SIA5,0.205480067,1
ST8SIA6,0.117045539,1
STAB1,0.238897163,1
STAC,1.92E-09,3.06E-07
STAC2,0.335685323,5.37E-06
STAC3,0.028364709,1
STAG1,0.000244521,0.001773978
STAG2,0.043758119,0.001470089
STAG3,0.909948761,1
STAM,0.000378402,4.88E-07
STAM2,0.012927472,1.84E-05
STAMBP,0.134542051,0.000115879
STAMBPL1,0.062502052,0.000169536
STAP1,1,1
STAP2,0.791344085,1
STAR,1,0.532146021
STARD10,1,1.06E-06
STARD13,0.000484377,0.000392653
STARD3,0.020778367,5.80E-05
STARD3NL,0.000140602,1.07E-09
STARD4,0.000877154,0.000328652
STARD5,1,0.001508137
STARD6,1,0.631334094
STARD7,5.89E-06,2.21E-07
STARD8,1,1
STAT1,0.020856843,0.00171295
STAT2,0.011430054,4.74E-06
STAT3,1.61E-06,6.79E-12
STAT5A,0.121706111,0.060653806
STAT5B,0.001360358,8.07E-05
STAT6,0.007379719,1.06E-07
STAU1,1.98E-07,1.17E-06
STAU2,7.61E-06,2.63E-06
STBD1,1,1.53E-07
STC1,1,1
STC2,1,1
STEAP1,1,0.003371516
STEAP1B,0.378893401,0.003371516
STEAP2,0.252755315,0.00719025
STEAP3,0.000130308,0.000281194
STEAP4,1,1
STIL,1,1
STIM1,1.88E-06,0.000265226
STIM2,0.010567408,0.000122087
STIP1,1.86E-05,1.86E-12
STK10,0.003839763,0.316077743
STK11,9.22E-06,0.002559458
STK11IP,0.111759209,0.000136015
STK16,0.467487109,4.33E-06
STK17B,0.255279693,0.057205836
STK19,0.017550854,4.04E-05
STK24,0.000150273,0.000402903
STK25,9.07E-05,1.27E-07
STK26,1,1
STK3,0.021899717,0.000403387
STK31,0.99338501,1
STK32A,0.040122248,0.011701669
STK32B,0.068260073,1
STK32C,7.66E-05,0.005178298
STK33,0.111123957,0.086557494
STK35,0.009442097,0.019264794
STK36,0.497009916,1
STK38,4.61E-06,0.00321082
STK38L,0.000443425,1.53E-05
STK39,7.31E-07,2.84E-07
STK4,0.005318367,8.75E-05
STK40,0.016265323,0.000548066
STKLD1,0.675295297,1
STMN1,2.37E-05,1.08E-12
STMN2,1.03E-16,4.91E-22
STMN3,3.74E-06,6.07E-27
STMN4,2.76E-05,7.09E-06
STMND1,1,1
STOM,0.466885999,0.000129901
STOML1,0.001857831,4.90E-10
STOML2,0.000101431,1.08E-05
STON1-GTF2A1L,1,1
STON2,0.890028851,1
STOX1,0.745344365,1
STOX2,0.000302249,0.010502431
STPG1,0.022670932,1
STPG2,0.009020873,1
STRA6,1,1
STRA8,1,1
STRADA,1,0.0002901
STRADB,0.08945384,0.000509332
STRAP,5.28E-06,3.90E-08
STRBP,0.001195101,0.000324966
STRIP1,0.008035799,0.000165449
STRIP2,1,0.421020398
STRN,0.036133965,0.001502837
STRN3,5.66E-07,1.33E-05
STRN4,0.010203195,0.000294037
STT3A,0.32333881,3.06E-05
STT3B,0.000265093,4.03E-08
STUB1,4.97E-09,5.41E-09
STX12,1.45E-05,1.78E-11
STX16-NPEPL1,1,0.000166407
STX17,0.359324747,0.001844319
STX18,0.004007169,6.54E-06
STX19,1,1
STX1A,4.06E-06,4.25E-07
STX1B,0.000474215,0.000140182
STX2,1.92E-06,7.77E-09
STX3,0.009741837,0.000588293
STX4,0.009535294,8.42E-08
STX5,0.00347673,6.36E-06
STX6,0.303605055,0.000245379
STX7,0.002305735,8.37E-12
STX8,1.22E-05,0.000640921
STXBP1,3.60E-07,2.41E-12
STXBP2,1,0.003479813
STXBP3,0.002125553,1
STXBP4,0.22871764,0.00507452
STXBP5,0.000574089,0.002595476
STXBP5L,0.002361841,0.013124742
STXBP6,0.537335217,0.331527791
STYK1,0.03293912,1
STYX,0.889402556,1
STYXL1,1.44E-05,1
SUB1,0.000838606,5.48E-11
SUCLA2,0.01780521,1.16E-11
SUCLG1,0.021470571,3.29E-08
SUCLG2,0.000289622,0.013106149
SUCO,0.080207203,0.002767662
SUDS3,0.000714202,0.000798601
SUFU,0.002644687,0.023152563
SUGCT,0.000669531,1
SUGP1,0.036276201,0.000422409
SUGP2,7.00E-06,0.000780809
SUGT1,0.009729935,1.91E-05
SULF1,1,0.001337065
SULF2,0.090440663,0.004412742
SULT1A1,0.100692842,1
SULT1A2,1,1
SULT1B1,1,1
SULT1C2,1,1
SULT2A1,1,1
SULT2B1,0.10856855,1
SULT4A1,1.15E-11,2.31E-18
SUMF1,0.002164354,0.000127439
SUMF2,0.00809685,0.000100303
SUMO1,0.000817795,6.17E-09
SUMO3,1.89E-09,1.45E-09
SUN1,0.003163694,1.63E-05
SUN2,8.16E-05,0.020703853
SUN3,1,1
SUOX,0.569870793,0.000100535
SUPT16H,0.000415608,0.000897215
SUPT20H,0.068592495,0.000381219
SUPT3H,0.00010433,0.000707932
SUPT4H1,0.015316619,2.55E-07
SUPT5H,0.000166014,5.76E-06
SUPT6H,0.000786578,0.00019454
SUPT7L,0.099691189,0.000500902
SUPV3L1,0.000439809,0.000337515
SURF1,0.181596066,3.91E-10
SURF2,7.96E-07,0.000544948
SURF4,0.000620582,2.16E-10
SURF6,0.002025442,0.000277701
SUSD1,0.000235815,1
SUSD2,1.18E-05,2.70E-08
SUSD3,1,1
SUSD4,0.03549964,8.55E-06
SUSD5,0.133009828,1
SUSD6,0.000111594,1
SUV39H1,0.473361189,0.00055829
SUV39H2,1,1
SUZ12,0.002743565,0.000304562
SV2A,0.000653078,0.001081636
SV2B,0.000307895,1.24E-05
SV2C,7.75E-08,1.58E-05
SVBP,7.56E-05,1
SVEP1,0.137542471,1
SVIL,0.063347487,0.04471352
SVIP,0.000124328,1.01E-07
SVOP,0.000730549,2.29E-06
SVOPL,1,1
SWAP70,0.003456594,0.038746501
SWI5,0.00044026,1.47E-09
SWSAP1,1,0.004576597
SWT1,0.006464715,0.007711032
SYAP1,0.001364982,1.13E-05
SYBU,4.41E-10,7.61E-08
SYCE1,0.297485618,1
SYCE1L,0.001027587,1
SYCE2,0.975656542,0.115771309
SYCP1,1,1
SYCP2,0.167847423,1
SYCP3,1,1
SYDE1,1,0.008903627
SYDE2,0.299962358,1
SYF2,0.034360803,2.81E-08
SYK,1,1
SYMPK,2.44E-06,0.000214869
SYN1,0.002443426,5.39E-09
SYN2,1.69E-08,1.30E-06
SYN3,1.45E-06,1
SYNC,0.000412609,0.000124455
SYNDIG1,0.000341088,0.270195781
SYNDIG1L,0.346168973,0.057056596
SYNE1,0.000570163,0.014209693
SYNE2,0.168166839,0.031460932
SYNE3,0.205933804,1
SYNE4,1,0.025196975
SYNGAP1,0.055105054,1
SYNGR1,0.000102994,2.08E-09
SYNGR2,0.268514158,0.00043007
SYNGR3,4.84E-05,1.14E-15
SYNGR4,1,1
SYNJ1,4.95E-05,4.49E-05
SYNJ2,0.017251548,0.001104011
SYNJ2BP-COX16,0.328449861,1
SYNM,2.95E-05,1.84E-05
SYNPO,9.70E-05,0.031405343
SYNPO2,0.035359946,1
SYNPO2L,1,1
SYNPR,0.000294557,4.06E-10
SYNRG,0.002210655,8.54E-05
SYP,1.27E-05,5.72E-11
SYPL1,5.25E-05,3.92E-05
SYPL2,1,1
SYT1,1.43E-11,4.30E-08
SYT10,1,1
SYT11,1.78E-07,3.88E-18
SYT12,0.203898541,0.005362437
SYT13,1,1
SYT14,0.644339879,0.008890515
SYT15,0.098625865,1
SYT16,0.300376813,0.025828906
SYT17,0.300376813,1
SYT2,2.59E-05,0.000332716
SYT3,1,0.024958922
SYT4,1.50E-07,4.80E-15
SYT5,0.123425269,6.38E-10
SYT6,5.17E-07,2.37E-06
SYT7,1.41E-05,2.71E-05
SYT9,8.74E-08,2.33E-07
SYTL1,1,1
SYTL2,0.0113622,4.11E-06
SYTL3,0.000127233,0.000192343
SYTL4,1,1
SYVN1,0.10715118,1.44E-05
SZRD1,0.002589874,0.048262683
SZT2,0.34060566,0.038400909
TAAR2,1,1
