"Rank","Protein Kinase","Hypergeometric p-value","Z-score","Combined score","Enriched Substrates"
"82","MTOR","0.006246","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MTOR targets 5 genes from the input gene list.The full list of substrates is available below:MYC AKT1 JUN ESR1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"83","PDHK1","0.006342","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PDHK1 targets 4 genes from the input gene list.The full list of substrates is available below:AKT1 HSP90AA1 CHUK PRKCD"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"84","PRKD1","0.007292","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKD1 targets 4 genes from the input gene list.The full list of substrates is available below:AKT1 HDAC5 HDAC7 JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"85","PAK2","0.008332","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PAK2 targets 4 genes from the input gene list.The full list of substrates is available below:MYC HDAC5 SMAD2 JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"86","BRD2","0.008356","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""BRD2 targets 2 genes from the input gene list.The full list of substrates is available below:KDM5A RB1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"87","DYRK2","0.008415","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DYRK2 targets 3 genes from the input gene list.The full list of substrates is available below:MYC JUN STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"88","PRKAA2","0.008981","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKAA2 targets 3 genes from the input gene list.The full list of substrates is available below:HDAC5 PPARGC1A PARP1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"89","CAMK2A","0.009649","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAMK2A targets 5 genes from the input gene list.The full list of substrates is available below:MYC SMAD2 CDKN1A NCOR2 HDAC5"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"90","RPS6KA1","0.009864","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA1 targets 4 genes from the input gene list.The full list of substrates is available below:FOS CEBPB JUN ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"91","CSNK1A1","0.01027","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1A1 targets 4 genes from the input gene list.The full list of substrates is available below:CDKN1A CDH1 RELA VHL"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"92","PKCEPSILON","0.01027","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCEPSILON targets 4 genes from the input gene list.The full list of substrates is available below:HSP90AA1 PRKCD NFKB1 SP1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"93","AURORAA","0.01069","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURORAA targets 4 genes from the input gene list.The full list of substrates is available below:AKT1 NCOA3 NCOR1 HDAC3"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"94","MET","0.01081","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MET targets 3 genes from the input gene list.The full list of substrates is available below:CDH1 PARP1 ACTN4"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"95","AURKA","0.01113","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURKA targets 4 genes from the input gene list.The full list of substrates is available below:CDKN1A HIST1H3A VHL ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"96","PKCALPHA","0.01158","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCALPHA targets 5 genes from the input gene list.The full list of substrates is available below:MYC PRKCD DDX5 NFKB1 MYOD1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"97","PRKD2","0.01215","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKD2 targets 3 genes from the input gene list.The full list of substrates is available below:HDAC5 GRIP1 RXRA"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"98","CSNK1D","0.01215","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1D targets 3 genes from the input gene list.The full list of substrates is available below:UHRF1 CDH1 NCOA3"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"99","CDC42BPG","0.01520","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDC42BPG targets 2 genes from the input gene list.The full list of substrates is available below:ACTN4 CDH1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"100","PKCTHETA","0.01669","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCTHETA targets 3 genes from the input gene list.The full list of substrates is available below:AKT1 CHUK PRKCD"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"101","PDK","0.01843","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PDK targets 2 genes from the input gene list.The full list of substrates is available below:PRKCD AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"102","FOXO3","0.01995","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""FOXO3 targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"103","HASPIN","0.01995","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""HASPIN targets 1 genes from the input gene list.The full list of substrates is available below:HIST1H3A"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"104","TGM2","0.01995","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TGM2 targets 1 genes from the input gene list.The full list of substrates is available below:HIST1H3A"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"105","PIKFYVE","0.01995","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIKFYVE targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"106","PIM3","0.02192","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM3 targets 2 genes from the input gene list.The full list of substrates is available below:PML POU5F1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"107","CDK16","0.02566","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK16 targets 2 genes from the input gene list.The full list of substrates is available below:ACTN4 SMARCA4"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"108","MERTK","0.02566","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MERTK targets 2 genes from the input gene list.The full list of substrates is available below:STAT3 AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"109","PBK","0.02762","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PBK targets 2 genes from the input gene list.The full list of substrates is available below:HIST1H3A JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"110","RIPK3","0.02803","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RIPK3 targets 4 genes from the input gene list.The full list of substrates is available below:PPP1CC ACTN4 DDX5 HSP90AA1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"111","PKAALPHA","0.02962","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKAALPHA targets 4 genes from the input gene list.The full list of substrates is available below:ESR1 NFKB1 FOS RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"112","VRK1","0.03171","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""VRK1 targets 2 genes from the input gene list.The full list of substrates is available below:HIST1H3A JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"113","MAPKAPK2","0.03288","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPKAPK2 targets 3 genes from the input gene list.The full list of substrates is available below:TRIM28 AKT1 DDX5"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"114","PAK1","0.03381","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PAK1 targets 4 genes from the input gene list.The full list of substrates is available below:AKT1 PRKCD HIST1H3A ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"115","MELK","0.03384","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MELK targets 2 genes from the input gene list.The full list of substrates is available below:SMAD2 SMAD3"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"116","TNK2","0.03603","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TNK2 targets 2 genes from the input gene list.The full list of substrates is available below:AKT1 WWOX"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"117","IRAK1","0.03603","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IRAK1 targets 2 genes from the input gene list.The full list of substrates is available below:STAT3 ACTN4"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"118","ATR","0.03740","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ATR targets 4 genes from the input gene list.The full list of substrates is available below:SP1 E2F1 CDKN2A PML"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"119","JAK3","0.03827","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JAK3 targets 2 genes from the input gene list.The full list of substrates is available below:STAT1 EZH2"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"120","DYRK1B","0.03827","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DYRK1B targets 2 genes from the input gene list.The full list of substrates is available below:HDAC5 CDKN1A"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"121","LKB1","0.03827","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""LKB1 targets 2 genes from the input gene list.The full list of substrates is available below:CDH1 PPARGC1A"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"122","UHMK1","0.03827","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""UHMK1 targets 2 genes from the input gene list.The full list of substrates is available below:SMAD2 MED1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"123","MAPK7","0.03827","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK7 targets 2 genes from the input gene list.The full list of substrates is available below:FOS PML"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"124","MAP3K20","0.03951","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K20 targets 1 genes from the input gene list.The full list of substrates is available below:HIST1H3A"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"125","JAK1","0.04056","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JAK1 targets 2 genes from the input gene list.The full list of substrates is available below:HIST1H3A STAT1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"126","LATS2","0.04056","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""LATS2 targets 2 genes from the input gene list.The full list of substrates is available below:CDKN1A ACTN4"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"127","PKN1","0.04290","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKN1 targets 2 genes from the input gene list.The full list of substrates is available below:HDAC5 HIST1H3A"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"128","AXL","0.04290","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AXL targets 2 genes from the input gene list.The full list of substrates is available below:AKT1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"129","CAMK1","0.04290","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAMK1 targets 2 genes from the input gene list.The full list of substrates is available below:HDAC5 HDAC7"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"130","CDK7","0.04319","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK7 targets 3 genes from the input gene list.The full list of substrates is available below:E2F1 CDK11B ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"131","INSR","0.04742","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""INSR targets 3 genes from the input gene list.The full list of substrates is available below:FOS JUN STAT1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"132","NPM/ALK","0.04915","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""NPM/ALK targets 1 genes from the input gene list.The full list of substrates is available below:STAT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"133","DAPK3","0.05022","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DAPK3 targets 2 genes from the input gene list.The full list of substrates is available below:CDKN1A ACTN4"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"134","PKC","0.05036","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKC targets 3 genes from the input gene list.The full list of substrates is available below:CDKN1A AHR NFE2L2"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"135","RET","0.05795","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RET targets 2 genes from the input gene list.The full list of substrates is available below:AKT1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"136","CAM","0.05869","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAM targets 1 genes from the input gene list.The full list of substrates is available below:HDAC5"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"137","PKM","0.05869","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKM targets 1 genes from the input gene list.The full list of substrates is available below:STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"138","MARK2","0.06061","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MARK2 targets 2 genes from the input gene list.The full list of substrates is available below:HDAC5 HDAC7"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"139","PDGFRBETA","0.06606","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PDGFRBETA targets 2 genes from the input gene list.The full list of substrates is available below:PRKCD STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"140","CHK2","0.06813","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHK2 targets 1 genes from the input gene list.The full list of substrates is available below:E2F1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"141","PDHK2","0.06813","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PDHK2 targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"142","NIK","0.06813","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""NIK targets 1 genes from the input gene list.The full list of substrates is available below:CEBPB"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"143","RSK","0.07748","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RSK targets 1 genes from the input gene list.The full list of substrates is available below:CEBPB"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"144","LYN","0.07785","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""LYN targets 4 genes from the input gene list.The full list of substrates is available below:TRIM28 MYC PRKCD STAT1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"145","NLK","0.08035","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""NLK targets 2 genes from the input gene list.The full list of substrates is available below:SETDB1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"146","PRKCI","0.08935","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCI targets 2 genes from the input gene list.The full list of substrates is available below:SP1 EZH2"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"147","MAP2K3","0.08935","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K3 targets 2 genes from the input gene list.The full list of substrates is available below:SMAD2 SMAD3"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"148","PAK4","0.08935","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PAK4 targets 2 genes from the input gene list.The full list of substrates is available below:ACTN4 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"149","TTK","0.09005","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TTK targets 3 genes from the input gene list.The full list of substrates is available below:XPO1 HSP90AA1 E2F1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"150","TRRAP","0.09591","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TRRAP targets 1 genes from the input gene list.The full list of substrates is available below:NCOR2"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"151","RSK","0.09591","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RSK targets 1 genes from the input gene list.The full list of substrates is available below:FOS"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"152","MAP2K4","0.09863","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K4 targets 2 genes from the input gene list.The full list of substrates is available below:AKT1 RXRA"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"153","PKC","0.1050","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKC targets 1 genes from the input gene list.The full list of substrates is available below:RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"154","CAMKIV","0.1050","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAMKIV targets 1 genes from the input gene list.The full list of substrates is available below:RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"155","CAMKIIBETA","0.1082","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAMKIIBETA targets 2 genes from the input gene list.The full list of substrates is available below:FOS PPARGC1A"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"156","JNK3","0.1140","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JNK3 targets 1 genes from the input gene list.The full list of substrates is available below:JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"157","CDK11A","0.1140","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK11A targets 1 genes from the input gene list.The full list of substrates is available below:CDK11B"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"158","PKAGAMMA","0.1212","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKAGAMMA targets 2 genes from the input gene list.The full list of substrates is available below:RELA NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"159","TRKB","0.1229","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TRKB targets 1 genes from the input gene list.The full list of substrates is available below:FOS"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"160","ADRBK1","0.1229","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ADRBK1 targets 1 genes from the input gene list.The full list of substrates is available below:PRKCD"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"161","P70S6K","0.1317","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""P70S6K targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"162","FYN","0.1352","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""FYN targets 4 genes from the input gene list.The full list of substrates is available below:PRKCD FOS STAT1 NFE2L2"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"163","PRKCQ","0.1485","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCQ targets 2 genes from the input gene list.The full list of substrates is available below:CHUK HIST1H3A"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"164","PKC","0.1490","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKC targets 1 genes from the input gene list.The full list of substrates is available below:STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"165","BTK","0.1519","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""BTK targets 2 genes from the input gene list.The full list of substrates is available below:FOS JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"166","PLK1","0.1539","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PLK1 targets 5 genes from the input gene list.The full list of substrates is available below:MYC CDKN1A XPO1 SUZ12 PSMC5"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"167","TYK2","0.1732","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TYK2 targets 2 genes from the input gene list.The full list of substrates is available below:STAT3 NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"168","RIPK4","0.1744","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RIPK4 targets 1 genes from the input gene list.The full list of substrates is available below:ACTN4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"169","TNK1","0.1744","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TNK1 targets 1 genes from the input gene list.The full list of substrates is available below:ACTN4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"170","CDC42BPB","0.1744","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDC42BPB targets 1 genes from the input gene list.The full list of substrates is available below:ACTN4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"171","RPS6KA6","0.1744","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA6 targets 1 genes from the input gene list.The full list of substrates is available below:XPO1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"172","LMTK3","0.1744","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""LMTK3 targets 1 genes from the input gene list.The full list of substrates is available below:ZBTB16"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"173","MAST1","0.1744","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAST1 targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"174","POMK","0.1744","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""POMK targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"175","MAPK13","0.1768","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK13 targets 2 genes from the input gene list.The full list of substrates is available below:FOS JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"176","TRIO","0.1827","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TRIO targets 1 genes from the input gene list.The full list of substrates is available below:ACTN4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"177","CDK12","0.1827","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK12 targets 1 genes from the input gene list.The full list of substrates is available below:MED1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"178","RNASEL","0.1827","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RNASEL targets 1 genes from the input gene list.The full list of substrates is available below:ACTN4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"179","PKCETA","0.1827","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCETA targets 1 genes from the input gene list.The full list of substrates is available below:PRKCD"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"180","MINK1","0.1827","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MINK1 targets 1 genes from the input gene list.The full list of substrates is available below:SMAD2"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"181","STK40","0.1827","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""STK40 targets 1 genes from the input gene list.The full list of substrates is available below:FOXO4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"182","PKDCC","0.1827","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKDCC targets 1 genes from the input gene list.The full list of substrates is available below:FOXO4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"183","ACVR2B","0.1827","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ACVR2B targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"184","AURORAB","0.1876","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURORAB targets 2 genes from the input gene list.The full list of substrates is available below:RB1 XPO1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"185","BARK1","0.1876","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""BARK1 targets 2 genes from the input gene list.The full list of substrates is available below:PRKCD HDAC5"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"186","TYRO3","0.1909","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TYRO3 targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"187","DMPK","0.1909","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DMPK targets 1 genes from the input gene list.The full list of substrates is available below:SP1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"188","TAOK2","0.1909","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TAOK2 targets 1 genes from the input gene list.The full list of substrates is available below:ACTN4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"189","PKMYT1","0.1909","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKMYT1 targets 1 genes from the input gene list.The full list of substrates is available below:SMARCA4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"190","PKA","0.1909","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKA targets 1 genes from the input gene list.The full list of substrates is available below:RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"191","NTRK3","0.1909","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""NTRK3 targets 1 genes from the input gene list.The full list of substrates is available below:FOS"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"192","CSNK2B","0.1909","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK2B targets 1 genes from the input gene list.The full list of substrates is available below:FOS"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"193","MST1R","0.1909","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MST1R targets 1 genes from the input gene list.The full list of substrates is available below:ACTN4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"194","MARK4","0.1909","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MARK4 targets 1 genes from the input gene list.The full list of substrates is available below:SMARCA4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
