"Rank","Protein Kinase","Hypergeometric p-value","Z-score","Combined score","Enriched Substrates"
"84","PKCALPHA","0.01404","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCALPHA targets 5 genes from the input gene list.The full list of substrates is available below:MYC TP53 TOP2A GSK3B MAPK7"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"85","CK1ALPHA","0.01467","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK1ALPHA targets 4 genes from the input gene list.The full list of substrates is available below:GSK3B TP53 JUN ATM"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"86","PAK4","0.01626","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PAK4 targets 3 genes from the input gene list.The full list of substrates is available below:TP53 MAPK7 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"87","IKBKB","0.01638","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKBKB targets 4 genes from the input gene list.The full list of substrates is available below:SMARCC1 PARP1 RELA CDKN2A"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"88","EGFR","0.01689","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""EGFR targets 6 genes from the input gene list.The full list of substrates is available below:LYN JUN ESR1 ATM CDKN1A STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"89","GSK3A","0.01802","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3A targets 3 genes from the input gene list.The full list of substrates is available below:MYC AKT1 CEBPB"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"90","MAP2K4","0.01894","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K4 targets 3 genes from the input gene list.The full list of substrates is available below:AKT1 MAPK9 MAPK8"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"91","PKCTHETA","0.01894","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCTHETA targets 3 genes from the input gene list.The full list of substrates is available below:AKT1 MAPK8 LYN"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"92","JAK2","0.01988","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JAK2 targets 3 genes from the input gene list.The full list of substrates is available below:LYN STAT3 EZH2"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"93","BAZ1B","0.02092","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""BAZ1B targets 1 genes from the input gene list.The full list of substrates is available below:H2AFX"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"94","FOXO3","0.02092","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""FOXO3 targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"95","PIKFYVE","0.02092","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIKFYVE targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"96","NEK3","0.02203","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""NEK3 targets 2 genes from the input gene list.The full list of substrates is available below:TOP2A CDCA5"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"97","PKA","0.02203","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKA targets 2 genes from the input gene list.The full list of substrates is available below:GSK3B RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"98","MAP3K7","0.02221","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K7 targets 4 genes from the input gene list.The full list of substrates is available below:DDX17 SQSTM1 SMAD3 E2F1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"99","PIM3","0.02396","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM3 targets 2 genes from the input gene list.The full list of substrates is available below:PML POU5F1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"100","MAP4K4","0.02597","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP4K4 targets 2 genes from the input gene list.The full list of substrates is available below:DDX17 SMARCA4"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"101","MERTK","0.02803","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MERTK targets 2 genes from the input gene list.The full list of substrates is available below:STAT3 AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"102","NUAK1","0.03017","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""NUAK1 targets 2 genes from the input gene list.The full list of substrates is available below:CDKN1A TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"103","ERBB2","0.03175","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ERBB2 targets 4 genes from the input gene list.The full list of substrates is available below:ESR1 NCOR1 ERBB4 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"104","MARK3","0.03236","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MARK3 targets 2 genes from the input gene list.The full list of substrates is available below:RAD21 DDX17"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"105","VRK1","0.03462","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""VRK1 targets 2 genes from the input gene list.The full list of substrates is available below:JUN TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"106","MOK","0.03462","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MOK targets 2 genes from the input gene list.The full list of substrates is available below:MYC JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"107","MELK","0.03693","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MELK targets 2 genes from the input gene list.The full list of substrates is available below:SMAD3 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"108","MAPKAPK2","0.03710","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPKAPK2 targets 3 genes from the input gene list.The full list of substrates is available below:TRIM28 AKT1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"109","BTK","0.03710","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""BTK targets 3 genes from the input gene list.The full list of substrates is available below:TP53 LYN JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"110","TNK2","0.03930","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TNK2 targets 2 genes from the input gene list.The full list of substrates is available below:AKT1 WWOX"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"111","MAP3K20","0.04141","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K20 targets 1 genes from the input gene list.The full list of substrates is available below:CHEK2"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"112","CDK6","0.04173","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK6 targets 2 genes from the input gene list.The full list of substrates is available below:CDKN1A NPM1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"113","MAPK7","0.04173","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK7 targets 2 genes from the input gene list.The full list of substrates is available below:MAPK7 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"114","EEF2K","0.04422","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""EEF2K targets 2 genes from the input gene list.The full list of substrates is available below:MAPK9 MAPK8"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"115","LATS2","0.04422","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""LATS2 targets 2 genes from the input gene list.The full list of substrates is available below:CDKN1A SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"116","PRKD1","0.04558","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKD1 targets 3 genes from the input gene list.The full list of substrates is available below:AKT1 JUN SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"117","LRRK2","0.04676","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""LRRK2 targets 2 genes from the input gene list.The full list of substrates is available below:AKT1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"118","MAPK13","0.04708","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK13 targets 3 genes from the input gene list.The full list of substrates is available below:SQSTM1 TP53 JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"119","AURORAB","0.05172","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURORAB targets 3 genes from the input gene list.The full list of substrates is available below:TOP2A XPO1 NPM1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"120","EPHB1","0.05199","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""EPHB1 targets 2 genes from the input gene list.The full list of substrates is available below:LYN STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"121","DAPK3","0.05468","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DAPK3 targets 2 genes from the input gene list.The full list of substrates is available below:CDKN1A TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"122","CDK9","0.05468","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK9 targets 2 genes from the input gene list.The full list of substrates is available below:SMAD3 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"123","CSK","0.05468","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSK targets 2 genes from the input gene list.The full list of substrates is available below:LYN PML"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"124","PKC","0.05658","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKC targets 3 genes from the input gene list.The full list of substrates is available below:CDKN1A AHR NFE2L2"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"125","MAP3K5","0.05742","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K5 targets 2 genes from the input gene list.The full list of substrates is available below:CDKN1A MAPK8"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"126","PKM","0.06148","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKM targets 1 genes from the input gene list.The full list of substrates is available below:STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"127","MARK2","0.06591","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MARK2 targets 2 genes from the input gene list.The full list of substrates is available below:GSK3B PHF1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"128","CHK1","0.07135","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHK1 targets 1 genes from the input gene list.The full list of substrates is available below:TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"129","PDHK2","0.07135","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PDHK2 targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"130","MAP2K7","0.07179","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K7 targets 2 genes from the input gene list.The full list of substrates is available below:MAPK9 MAPK8"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"131","PRKAA2","0.07179","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKAA2 targets 2 genes from the input gene list.The full list of substrates is available below:PARP1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"132","PDGFRBETA","0.07179","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PDGFRBETA targets 2 genes from the input gene list.The full list of substrates is available below:LYN STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"133","KIT","0.07179","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""KIT targets 2 genes from the input gene list.The full list of substrates is available below:LYN STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"134","DYRK1A","0.07480","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DYRK1A targets 2 genes from the input gene list.The full list of substrates is available below:SIRT1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"135","ABL2","0.07480","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ABL2 targets 2 genes from the input gene list.The full list of substrates is available below:CEBPB ERBB4"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"136","RIPK1","0.07784","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RIPK1 targets 2 genes from the input gene list.The full list of substrates is available below:STAT6 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"137","PKC","0.08113","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKC targets 1 genes from the input gene list.The full list of substrates is available below:TOP2A"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"138","RSK","0.08113","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RSK targets 1 genes from the input gene list.The full list of substrates is available below:CEBPB"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"139","PKCIOTA","0.08404","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCIOTA targets 2 genes from the input gene list.The full list of substrates is available below:RELA SQSTM1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"140","NLK","0.08720","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""NLK targets 2 genes from the input gene list.The full list of substrates is available below:SETDB1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"141","PTK2","0.09039","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PTK2 targets 2 genes from the input gene list.The full list of substrates is available below:SUMO1 NANOG"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"142","PAK3","0.09039","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PAK3 targets 2 genes from the input gene list.The full list of substrates is available below:CDKN1A TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"143","AURORA","0.09080","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURORA targets 1 genes from the input gene list.The full list of substrates is available below:TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"144","TRRAP","0.1004","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TRRAP targets 1 genes from the input gene list.The full list of substrates is available below:NCOR2"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"145","CK1GAMMA1","0.1004","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK1GAMMA1 targets 1 genes from the input gene list.The full list of substrates is available below:TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"146","PRKAA1","0.1069","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKAA1 targets 3 genes from the input gene list.The full list of substrates is available below:SQSTM1 TP53 NFE2L2"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"147","PKC","0.1098","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKC targets 1 genes from the input gene list.The full list of substrates is available below:RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"148","CAMKIV","0.1098","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAMKIV targets 1 genes from the input gene list.The full list of substrates is available below:RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"149","STK17A","0.1098","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""STK17A targets 1 genes from the input gene list.The full list of substrates is available below:TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"150","TP53RK","0.1192","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TP53RK targets 1 genes from the input gene list.The full list of substrates is available below:TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"151","BRD2","0.1285","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""BRD2 targets 1 genes from the input gene list.The full list of substrates is available below:KDM5A"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"152","PKAGAMMA","0.1311","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKAGAMMA targets 2 genes from the input gene list.The full list of substrates is available below:NR3C1 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"153","ERBB3","0.1311","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ERBB3 targets 2 genes from the input gene list.The full list of substrates is available below:AKT1 ERBB4"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"154","PAK1","0.1344","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PAK1 targets 3 genes from the input gene list.The full list of substrates is available below:AKT1 ESR1 SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"155","P70S6K","0.1377","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""P70S6K targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"156","AKT2","0.1382","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AKT2 targets 2 genes from the input gene list.The full list of substrates is available below:GSK3B ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"157","TGFBR1","0.1382","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TGFBR1 targets 2 genes from the input gene list.The full list of substrates is available below:IRF7 WWOX"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"158","ACTR2B","0.1468","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ACTR2B targets 1 genes from the input gene list.The full list of substrates is available below:SMAD3"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"159","CAMK2A","0.1515","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAMK2A targets 3 genes from the input gene list.The full list of substrates is available below:MYC CDKN1A NCOR2"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"160","PKC","0.1557","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKC targets 1 genes from the input gene list.The full list of substrates is available below:STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"161","MAP3K14","0.1591","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K14 targets 3 genes from the input gene list.The full list of substrates is available below:NCL YBX1 NPM1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"162","TAF1","0.1646","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TAF1 targets 1 genes from the input gene list.The full list of substrates is available below:TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"163","TRKA","0.1734","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TRKA targets 1 genes from the input gene list.The full list of substrates is available below:SQSTM1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"164","PDHK1","0.1750","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PDHK1 targets 2 genes from the input gene list.The full list of substrates is available below:GSK3B AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"165","HIPK4","0.1822","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""HIPK4 targets 1 genes from the input gene list.The full list of substrates is available below:TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"166","TAOK3","0.1822","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TAOK3 targets 1 genes from the input gene list.The full list of substrates is available below:ZNF281"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"167","TAOK1","0.1822","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TAOK1 targets 1 genes from the input gene list.The full list of substrates is available below:GSK3B"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"168","RPS6KA6","0.1822","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA6 targets 1 genes from the input gene list.The full list of substrates is available below:XPO1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"169","MAST1","0.1822","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAST1 targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"170","POMK","0.1822","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""POMK targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"171","TYK2","0.1864","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TYK2 targets 2 genes from the input gene list.The full list of substrates is available below:STAT6 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"172","PKCGAMMA","0.1864","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCGAMMA targets 2 genes from the input gene list.The full list of substrates is available below:TOP2A LYN"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"173","PDK","0.1908","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PDK targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"174","ROR1","0.1908","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ROR1 targets 1 genes from the input gene list.The full list of substrates is available below:ZNF281"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"175","MAP4K5","0.1908","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP4K5 targets 1 genes from the input gene list.The full list of substrates is available below:GSK3B"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"176","ACVR2B","0.1908","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ACVR2B targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"177","PAK2","0.1978","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PAK2 targets 2 genes from the input gene list.The full list of substrates is available below:MYC JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"178","TYRO3","0.1993","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TYRO3 targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"179","PKMYT1","0.1993","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKMYT1 targets 1 genes from the input gene list.The full list of substrates is available below:SMARCA4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"180","CSNK2B","0.1993","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK2B targets 1 genes from the input gene list.The full list of substrates is available below:SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"181","MARK4","0.1993","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MARK4 targets 1 genes from the input gene list.The full list of substrates is available below:SMARCA4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"182","INSR","0.2055","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""INSR targets 2 genes from the input gene list.The full list of substrates is available below:TP53 JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"183","SMG1","0.2078","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""SMG1 targets 1 genes from the input gene list.The full list of substrates is available below:TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"184","CSF1R","0.2078","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSF1R targets 1 genes from the input gene list.The full list of substrates is available below:LYN"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"185","PIK3CG","0.2078","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIK3CG targets 1 genes from the input gene list.The full list of substrates is available below:SET"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"186","SGK2","0.2078","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""SGK2 targets 1 genes from the input gene list.The full list of substrates is available below:GSK3B"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"187","MATK","0.2078","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MATK targets 1 genes from the input gene list.The full list of substrates is available below:LYN"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"188","MAPK15","0.2078","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK15 targets 1 genes from the input gene list.The full list of substrates is available below:JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"189","PRKCE","0.2132","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCE targets 2 genes from the input gene list.The full list of substrates is available below:STAT3 NANOG"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"190","MAP3K1","0.2147","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K1 targets 3 genes from the input gene list.The full list of substrates is available below:NCL ESR1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"191","HIPK1","0.2161","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""HIPK1 targets 1 genes from the input gene list.The full list of substrates is available below:MECP2"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"192","MAP3K6","0.2161","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K6 targets 1 genes from the input gene list.The full list of substrates is available below:MAPK8"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"193","VRK2","0.2161","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""VRK2 targets 1 genes from the input gene list.The full list of substrates is available below:TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"194","TLK1","0.2161","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TLK1 targets 1 genes from the input gene list.The full list of substrates is available below:ATM"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"195","SIK1","0.2161","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""SIK1 targets 1 genes from the input gene list.The full list of substrates is available below:NCOR2"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"196","CAMKK2","0.2161","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAMKK2 targets 1 genes from the input gene list.The full list of substrates is available below:AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"197","CDK16","0.2244","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK16 targets 1 genes from the input gene list.The full list of substrates is available below:SMARCA4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
"198","CSNK1G1","0.2244","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1G1 targets 1 genes from the input gene list.The full list of substrates is available below:RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">1 substrates"
